IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.210.55.134,8443,8443,true,HKG,Asia Pacific,Hong Kong,74,2.18
8.222.214.231,8443,8443,true,SIN,Asia Pacific,Singapore,140,2.17
47.237.81.112,8443,8443,true,SIN,Asia Pacific,Singapore,68,2.17
47.236.144.48,8443,8443,true,SIN,Asia Pacific,Singapore,69,2.17
47.245.86.230,443,443,true,SIN,Asia Pacific,Singapore,6,2.16
47.237.95.140,8443,8443,true,SIN,Asia Pacific,Singapore,90,2.15
47.237.11.182,2083,2083,true,SIN,Asia Pacific,Singapore,73,2.15
47.237.14.220,2096,2096,true,SIN,Asia Pacific,Singapore,98,2.14
47.236.10.182,8443,8443,true,SIN,Asia Pacific,Singapore,49,2.14
8.219.120.87,2096,2096,true,SIN,Asia Pacific,Singapore,44,2.14
47.245.114.163,2087,2087,true,SIN,Asia Pacific,Singapore,47,2.14
8.219.84.214,2096,2096,true,SIN,Asia Pacific,Singapore,101,2.13
47.245.114.163,2083,2083,true,SIN,Asia Pacific,Singapore,60,2.11
8.219.99.169,2087,2087,true,SIN,Asia Pacific,Singapore,56,2.09
8.222.193.65,443,443,true,SIN,Asia Pacific,Singapore,86,2.08
8.218.146.204,443,443,true,HKG,Asia Pacific,Hong Kong,75,2.04
47.236.253.41,2053,2053,true,SIN,Asia Pacific,Singapore,91,2.04
47.245.86.230,2083,2083,true,SIN,Asia Pacific,Singapore,42,2.04
8.219.153.237,2083,2083,true,NRT,Asia Pacific,Tokyo,185,2.03
8.218.243.95,2087,2087,true,HKG,Asia Pacific,Hong Kong,119,2.03
47.89.191.155,443,443,true,IAD,North America,Ashburn,256,2.02
8.210.192.93,2096,2096,true,HKG,Asia Pacific,Hong Kong,39,2.02
8.210.207.214,2096,2096,true,HKG,Asia Pacific,Hong Kong,38,2.02
47.76.159.146,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,2.01
8.222.249.190,2096,2096,true,SIN,Asia Pacific,Singapore,136,2.00
8.218.22.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,45,1.99
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,1.99
47.243.173.187,2087,2087,true,HKG,Asia Pacific,Hong Kong,39,1.98
47.243.5.154,8443,8443,true,HKG,Asia Pacific,Hong Kong,92,1.98
8.219.87.30,2087,2087,true,SIN,Asia Pacific,Singapore,65,1.97
8.210.3.24,2053,2053,true,HKG,Asia Pacific,Hong Kong,33,1.96
8.219.153.237,2053,2053,true,NRT,Asia Pacific,Tokyo,175,1.94
8.210.245.224,8443,8443,true,HKG,Asia Pacific,Hong Kong,97,1.94
8.218.48.92,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,1.94
8.210.21.65,8443,8443,true,HKG,Asia Pacific,Hong Kong,82,1.93
47.236.180.51,2083,2083,true,SIN,Asia Pacific,Singapore,90,1.91
8.210.192.93,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,1.91
47.237.10.1,2053,2053,true,SIN,Asia Pacific,Singapore,15,1.89
47.245.126.151,2087,2087,true,SIN,Asia Pacific,Singapore,58,1.89
47.245.118.70,2053,2053,true,SIN,Asia Pacific,Singapore,78,1.89
47.76.80.72,2053,2053,true,HKG,Asia Pacific,Hong Kong,44,1.88
8.218.143.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,1.87
8.218.146.204,2096,2096,true,HKG,Asia Pacific,Hong Kong,104,1.87
47.236.205.188,2087,2087,true,SIN,Asia Pacific,Singapore,103,1.84
8.218.211.17,2083,2083,true,HKG,Asia Pacific,Hong Kong,48,1.84
47.245.114.163,2096,2096,true,SIN,Asia Pacific,Singapore,68,1.83
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,52,1.83
8.218.122.55,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,1.83
8.219.139.13,2096,2096,true,SIN,Asia Pacific,Singapore,124,1.81
8.218.53.110,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,1.79
47.245.84.124,2096,2096,true,SIN,Asia Pacific,Singapore,6,1.77
47.237.11.182,2083,2083,true,SIN,Asia Pacific,Singapore,64,1.77
47.243.86.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,99,1.76
47.245.102.52,2087,2087,true,SIN,Asia Pacific,Singapore,69,1.76
8.219.153.237,2096,2096,true,NRT,Asia Pacific,Tokyo,130,1.74
8.218.155.238,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,1.70
47.243.67.28,2053,2053,true,HKG,Asia Pacific,Hong Kong,48,1.70
8.210.34.188,2053,2053,true,HKG,Asia Pacific,Hong Kong,66,1.70
47.243.234.9,2096,2096,true,HKG,Asia Pacific,Hong Kong,40,1.70
8.219.78.1,2087,2087,true,SIN,Asia Pacific,Singapore,68,1.69
8.218.74.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,65,1.69
8.210.3.24,443,443,true,HKG,Asia Pacific,Hong Kong,39,1.68
8.210.66.190,2053,2053,true,HKG,Asia Pacific,Hong Kong,66,1.67
8.218.85.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,1.65
47.76.146.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,1.65
8.218.136.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,87,1.62
8.219.50.180,2083,2083,true,SIN,Asia Pacific,Singapore,100,1.62
47.243.234.9,2087,2087,true,HKG,Asia Pacific,Hong Kong,71,1.62
8.219.66.156,2096,2096,true,NRT,Asia Pacific,Tokyo,135,1.60
47.243.27.217,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,1.59
47.237.8.82,2087,2087,true,SIN,Asia Pacific,Singapore,66,1.58
47.76.49.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,85,1.57
47.236.125.62,2096,2096,true,NRT,Asia Pacific,Tokyo,296,1.56
47.236.83.239,8443,8443,true,SIN,Asia Pacific,Singapore,55,1.56
47.76.146.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,1.56
8.218.74.119,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,1.55
8.218.52.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,1.55
8.217.49.34,443,443,true,HKG,Asia Pacific,Hong Kong,53,1.53
8.210.207.214,2083,2083,true,HKG,Asia Pacific,Hong Kong,102,1.53
47.243.42.219,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,1.53
8.218.211.17,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,1.52
8.218.74.119,2083,2083,true,HKG,Asia Pacific,Hong Kong,78,1.52
47.236.80.110,8443,8443,true,SIN,Asia Pacific,Singapore,85,1.50
8.222.222.64,2087,2087,true,SIN,Asia Pacific,Singapore,68,1.50
47.243.60.150,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,1.50
8.218.52.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,84,1.48
8.219.66.156,2087,2087,true,NRT,Asia Pacific,Tokyo,141,1.48
8.210.21.65,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,1.46
8.218.126.53,2053,2053,true,HKG,Asia Pacific,Hong Kong,46,1.44
8.219.113.232,2053,2053,true,SIN,Asia Pacific,Singapore,95,1.42
8.210.55.134,2087,2087,true,HKG,Asia Pacific,Hong Kong,38,1.41
47.243.60.150,2087,2087,true,HKG,Asia Pacific,Hong Kong,92,1.40
47.245.118.70,2087,2087,true,SIN,Asia Pacific,Singapore,54,1.39
8.222.160.176,8443,8443,true,SIN,Asia Pacific,Singapore,66,1.37
8.209.97.195,443,443,true,FRA,Europe,Frankfurt,285,1.37
47.76.77.103,2087,2087,true,HKG,Asia Pacific,Hong Kong,94,1.36
8.218.136.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,96,1.33
47.238.40.58,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,1.33
47.243.90.180,2053,2053,true,HKG,Asia Pacific,Hong Kong,91,1.32
8.218.155.238,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,1.32
47.236.172.95,2053,2053,true,SIN,Asia Pacific,Singapore,145,1.31
47.242.36.78,2053,2053,true,HKG,Asia Pacific,Hong Kong,113,1.30
47.236.125.62,2087,2087,true,NRT,Asia Pacific,Tokyo,251,1.30
8.218.243.95,2096,2096,true,HKG,Asia Pacific,Hong Kong,97,1.30
8.218.65.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,94,1.29
47.245.86.230,2087,2087,true,SIN,Asia Pacific,Singapore,14,1.27
47.236.169.164,2053,2053,true,SIN,Asia Pacific,Singapore,186,1.27
8.218.52.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,100,1.26
8.219.98.13,2083,2083,true,SIN,Asia Pacific,Singapore,127,1.25
47.243.91.58,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,1.25
47.237.11.182,8443,8443,true,SIN,Asia Pacific,Singapore,106,1.21
47.245.118.70,2096,2096,true,SIN,Asia Pacific,Singapore,73,1.19
47.237.0.31,2083,2083,true,SIN,Asia Pacific,Singapore,69,1.19
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,38,1.18
47.76.146.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,1.15
47.237.10.1,2096,2096,true,SIN,Asia Pacific,Singapore,39,1.15
8.218.22.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,50,1.12
47.236.113.184,443,443,true,SIN,Asia Pacific,Singapore,113,1.11
47.236.125.62,2053,2053,true,NRT,Asia Pacific,Tokyo,188,1.10
8.218.146.204,2083,2083,true,HKG,Asia Pacific,Hong Kong,82,1.09
8.218.136.25,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,1.09
47.236.169.15,2096,2096,true,SIN,Asia Pacific,Singapore,63,1.09
8.218.53.110,2083,2083,true,HKG,Asia Pacific,Hong Kong,89,1.06
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,39,1.06
47.245.86.230,443,443,true,SIN,Asia Pacific,Singapore,56,0.99
8.218.126.53,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,0.99
8.218.22.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,0.99
47.236.125.62,8443,8443,true,NRT,Asia Pacific,Tokyo,280,0.97
8.219.66.156,2096,2096,true,NRT,Asia Pacific,Tokyo,162,0.97
8.218.146.204,8443,8443,true,HKG,Asia Pacific,Hong Kong,115,0.97
47.76.77.103,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,0.94
47.236.125.62,2083,2083,true,NRT,Asia Pacific,Tokyo,185,0.93
8.218.65.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,91,0.93
47.237.100.206,2096,2096,true,SIN,Asia Pacific,Singapore,28,0.91
47.245.84.124,2083,2083,true,SIN,Asia Pacific,Singapore,59,0.91
8.219.153.237,2083,2083,true,NRT,Asia Pacific,Tokyo,192,0.89
8.219.66.156,2087,2087,true,NRT,Asia Pacific,Tokyo,121,0.87
8.219.114.201,2053,2053,true,SIN,Asia Pacific,Singapore,91,0.86
8.218.22.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,51,0.84
8.219.153.237,2087,2087,true,NRT,Asia Pacific,Tokyo,173,0.84
8.218.122.55,8443,8443,true,HKG,Asia Pacific,Hong Kong,111,0.81
47.76.77.103,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,0.81
8.218.85.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,98,0.81
47.76.77.103,2096,2096,true,HKG,Asia Pacific,Hong Kong,94,0.81
47.76.94.15,2087,2087,true,HKG,Asia Pacific,Hong Kong,86,0.80
47.245.105.224,2087,2087,true,SIN,Asia Pacific,Singapore,22,0.73
8.218.136.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,102,0.73
47.88.15.127,443,443,true,SJC,North America,San Jose,186,0.72
47.237.100.206,2087,2087,true,SIN,Asia Pacific,Singapore,35,0.71
47.76.77.103,2096,2096,true,HKG,Asia Pacific,Hong Kong,68,0.69
47.76.146.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,0.66
8.218.53.110,2087,2087,true,HKG,Asia Pacific,Hong Kong,39,0.65
47.236.168.17,2083,2083,true,SIN,Asia Pacific,Singapore,100,0.64
8.218.142.253,2096,2096,true,HKG,Asia Pacific,Hong Kong,118,0.63
8.218.22.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,0.61
47.254.140.248,443,443,true,FRA,Europe,Frankfurt,294,0.57
8.218.22.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,0.56
8.218.22.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,0.54
8.219.67.133,2096,2096,true,SIN,Asia Pacific,Singapore,46,0.54
8.218.63.172,443,443,true,HKG,Asia Pacific,Hong Kong,103,0.53
47.243.5.154,2083,2083,true,HKG,Asia Pacific,Hong Kong,101,0.52
149.129.8.215,443,443,true,SJC,North America,San Jose,102,0.46
47.57.13.107,443,443,true,HKG,Asia Pacific,Hong Kong,50,0.43
47.76.77.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,0.43
47.245.84.124,2087,2087,true,SIN,Asia Pacific,Singapore,68,0.42
47.251.74.226,443,443,true,LAX,North America,Los Angeles,183,0.40
47.57.245.232,443,443,true,SJC,North America,San Jose,35,0.33
47.245.105.224,2096,2096,true,SIN,Asia Pacific,Singapore,19,0.29
47.57.13.107,443,443,true,HKG,Asia Pacific,Hong Kong,54,0.26
47.57.14.118,443,443,true,SJC,North America,San Jose,55,0.21
47.245.86.230,2087,2087,true,SIN,Asia Pacific,Singapore,79,0.20
47.90.141.204,443,443,true,LAX,North America,Los Angeles,251,0.18
47.57.245.232,443,443,true,SJC,North America,San Jose,98,0.18
8.218.148.106,443,443,true,HKG,Asia Pacific,Hong Kong,52,0.13
8.218.148.106,443,443,true,HKG,Asia Pacific,Hong Kong,57,0.13
47.237.11.182,2096,2096,true,SIN,Asia Pacific,Singapore,25,0.12
47.57.233.126,443,443,true,SJC,North America,San Jose,48,0.11
8.219.60.54,2096,2096,true,SIN,Asia Pacific,Singapore,59,0.08
47.245.86.230,2053,2053,true,SIN,Asia Pacific,Singapore,41,0.07
8.218.63.172,443,443,true,HKG,Asia Pacific,Hong Kong,96,0.07
47.242.68.32,443,443,true,HKG,Asia Pacific,Hong Kong,62,0.04
47.242.68.32,443,443,true,HKG,Asia Pacific,Hong Kong,58,0.02
47.254.65.110,443,443,true,SJC,North America,San Jose,185,0.02
47.89.244.253,443,443,true,SJC,North America,San Jose,185,0.01
47.89.244.253,443,443,true,SJC,North America,San Jose,180,0.01
8.210.92.27,443,443,true,HKG,Asia Pacific,Hong Kong,77,0.01
8.210.92.27,443,443,true,HKG,Asia Pacific,Hong Kong,113,0.01
47.254.65.110,443,443,true,SJC,North America,San Jose,215,0.01
8.222.156.242,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.00
8.222.179.231,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.11.158,2052,2052,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.4.122,8880,8880,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.84.124,80,80,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.84.124,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.84.124,8880,8880,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.0.162,2086,2086,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.102.52,80,80,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.1.92,8880,8880,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.102.52,2052,2052,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.6.150,8880,8880,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.1.92,2095,2095,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.11.158,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.84.124,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
8.222.137.192,2053,2053,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.1.92,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.102.52,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
8.222.184.198,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
47.245.102.52,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
8.222.174.108,2083,2083,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.0.162,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.84.124,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
47.237.95.146,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.126.151,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
8.222.144.50,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.0.162,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.222.156.242,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.118.70,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
47.236.80.110,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.60.54,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
47.236.165.25,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.126.151,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.105.224,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.102.52,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
8.222.162.45,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.102.52,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.105.224,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.50.180,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.86.230,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.105.224,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.86.230,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.118.70,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.118.70,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.102.52,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.105.224,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.106.156,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.5.10,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.126.151,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.86.230,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.107.135,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.11.158,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.86.230,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.0.162,2052,2052,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.5.10,8880,8880,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.86.230,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.4.122,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
8.222.191.138,2087,2087,true,SIN,Asia Pacific,Singapore,6,0.00
47.245.126.151,2082,2082,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.117.198,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.118.70,2086,2086,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.118.70,2086,2086,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.105.224,8080,8080,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.86.230,8880,8880,false,SIN,Asia Pacific,Singapore,6,0.00
47.236.169.15,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.220.88,8880,8880,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.6.150,8080,8080,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.42.72,8080,8080,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.5.10,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.77.222,8080,8080,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.87.30,2095,2095,false,SIN,Asia Pacific,Singapore,6,0.00
47.236.75.113,8080,8080,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.105.224,2086,2086,false,SIN,Asia Pacific,Singapore,6,0.00
8.222.181.117,2095,2095,false,SIN,Asia Pacific,Singapore,6,0.00
47.236.80.110,8080,8080,false,SIN,Asia Pacific,Singapore,7,0.00
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.126.151,8880,8880,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.84.124,2086,2086,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.102.52,2095,2095,false,SIN,Asia Pacific,Singapore,7,0.00
8.222.222.64,2082,2082,false,SIN,Asia Pacific,Singapore,7,0.00
47.237.94.140,2095,2095,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.122.55,2082,2082,false,SIN,Asia Pacific,Singapore,7,0.00
47.236.158.158,2095,2095,false,SIN,Asia Pacific,Singapore,7,0.00
47.236.149.107,2095,2095,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.83.201,2086,2086,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.126.151,8080,8080,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.11.158,2082,2082,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.78.188,8080,8080,false,SIN,Asia Pacific,Singapore,8,0.00
8.222.222.64,2095,2095,false,SIN,Asia Pacific,Singapore,8,0.00
47.237.8.82,80,80,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.147.58,2052,2052,false,SIN,Asia Pacific,Singapore,8,0.00
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,8,0.00
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.110.81,8880,8880,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.78.188,8880,8880,false,SIN,Asia Pacific,Singapore,8,0.00
47.236.170.225,2095,2095,false,SIN,Asia Pacific,Singapore,8,0.00
8.222.167.147,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
8.222.162.45,2053,2053,true,SIN,Asia Pacific,Singapore,8,0.00
8.219.147.58,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.6.150,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
8.222.249.190,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.9.152,8880,8880,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.86.230,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.198.34,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.78.188,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.5.10,2082,2082,false,SIN,Asia Pacific,Singapore,9,0.00
8.222.179.231,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
8.222.180.86,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.10.100,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.80.110,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.75.113,2082,2082,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.17.193,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.49.65,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.111.147,2082,2082,false,SIN,Asia Pacific,Singapore,9,0.00
47.237.100.206,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.86.200,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.253.41,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.93.5,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.51.211,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.117.198,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.161.129,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.97.50,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.51.211,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.113.232,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.237.90,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.205.188,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.67.133,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.83.201,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.103.65,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.142.191,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.104.37,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.100.168,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.99.169,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.77.222,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
8.222.179.231,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.14.220,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.86.200,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.111.175,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.50.180,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.174.142,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.191.110,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
8.222.183.242,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
8.222.160.176,2087,2087,true,SIN,Asia Pacific,Singapore,11,0.00
47.236.17.193,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.83.239,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.78.188,80,80,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.83.201,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.5.10,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
47.245.114.163,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.4.122,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
47.245.105.224,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.83.201,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.177.205,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.93.5,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.86.200,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.4.122,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
8.222.214.231,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.202.130,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.00
